ID_Orden,Fecha,ID_Cliente,ID_Producto,Nombre_Producto,Categoria,Cantidad,Ingreso_Total,COGS_Total,Costo_Envio,Ganancia_Bruta,Ciudad_Destino,Fuente_Adquisicion,Estado_Envio,Mes,Nombre_Mes,Dia_Semana,Semana_Anio
ORD-1875,2025-12-12 06:16:00,CLI-5357,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.41,19.59,Bogotá,Orgánico_Instagram,Entregado,12,December,Friday,50
ORD-1876,2025-12-17 22:54:00,CLI-5005,P003,Soporte Magnético Carga,Auto,2,48,16,5.7,26.3,Bogotá,Campaña_Bici_Carrusel,Entregado,12,December,Wednesday,51
ORD-1877,2026-03-21 15:44:00,CLI-5499,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.68,18.32,Bucaramanga,Campaña_Vaso_Vertical,Entregado,3,March,Saturday,12
ORD-1878,2026-01-04 03:21:00,CLI-5042,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,4.34,43.66,Medellín,Campaña_Bici_Carrusel,Entregado,1,January,Sunday,1
ORD-1879,2026-01-31 04:22:00,CLI-6324,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.76,18.24,Bogotá,Campaña_Vaso_Vertical,Entregado,1,January,Saturday,5
ORD-1880,2025-11-18 06:36:00,CLI-5018,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,4.7,43.3,Medellín,Campaña_Vaso_Vertical,Entregado,11,November,Tuesday,47
ORD-1881,2026-01-18 23:40:00,CLI-5808,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.25,62.75,Bucaramanga,Campaña_Vaso_Vertical,Entregado,1,January,Sunday,3
ORD-1882,2026-01-20 14:37:00,CLI-5007,P003,Soporte Magnético Carga,Auto,1,24,8,3.81,12.19,Bogotá,Campaña_Bici_Carrusel,Entregado,1,January,Tuesday,4
ORD-1883,2026-04-14 14:53:00,CLI-5368,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.58,19.42,Medellín,Campaña_Vaso_Vertical,Entregado,4,April,Tuesday,16
ORD-1884,2026-01-24 16:22:00,CLI-5012,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.19,15.81,Bucaramanga,Campaña_Bici_Carrusel,Entregado,1,January,Saturday,4
ORD-1885,2026-03-22 03:42:00,CLI-5222,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.28,19.72,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Sunday,12
ORD-1886,2025-12-06 18:23:00,CLI-5789,P003,Soporte Magnético Carga,Auto,1,24,8,3.89,12.11,Medellín,Campaña_Vaso_Vertical,Entregado,12,December,Saturday,49
ORD-1887,2025-11-20 00:38:00,CLI-5104,P003,Soporte Magnético Carga,Auto,1,24,8,5.85,10.15,Bogotá,Orgánico_Instagram,Entregado,11,November,Thursday,47
ORD-1888,2026-03-29 13:49:00,CLI-6448,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.81,62.19,Barranquilla,Campaña_Vaso_Vertical,En tránsito,3,March,Sunday,13
ORD-1889,2026-01-06 18:33:00,CLI-6896,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.43,17.57,Bogotá,Orgánico_Instagram,Entregado,1,January,Tuesday,2
ORD-1890,2025-12-09 12:29:00,CLI-5258,P003,Soporte Magnético Carga,Auto,2,48,16,4.48,27.52,Medellín,Orgánico_Instagram,Entregado,12,December,Tuesday,50
ORD-1891,2026-01-14 04:34:00,CLI-5005,P002,Mini Bicicleta Premium,Fitness,1,120,45,11.89,63.11,Cali,Campaña_Vaso_Vertical,Entregado,1,January,Wednesday,3
ORD-1892,2026-03-09 00:21:00,CLI-5235,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.74,18.26,Medellín,Directo,Entregado,3,March,Monday,11
ORD-1893,2026-04-07 23:21:00,CLI-5226,P003,Soporte Magnético Carga,Auto,2,48,16,3.8,28.2,Bogotá,Campaña_Vaso_Vertical,Entregado,4,April,Tuesday,15
ORD-1894,2025-12-16 19:19:00,CLI-6582,P002,Mini Bicicleta Premium,Fitness,1,120,45,13.35,61.65,Bucaramanga,Campaña_Vaso_Vertical,Entregado,12,December,Tuesday,51
ORD-1895,2026-03-04 12:14:00,CLI-5358,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.87,20.13,Medellín,Campaña_Vaso_Vertical,Entregado,3,March,Wednesday,10
ORD-1896,2026-01-07 12:36:00,CLI-5032,P003,Soporte Magnético Carga,Auto,1,24,8,4.0,12.0,Medellín,Campaña_Bici_Carrusel,Entregado,1,January,Wednesday,2
ORD-1897,2026-02-01 13:14:00,CLI-5980,P003,Soporte Magnético Carga,Auto,1,24,8,4.71,11.29,Bogotá,Campaña_Vaso_Vertical,En tránsito,2,February,Sunday,5
ORD-1898,2026-04-16 11:03:00,CLI-5089,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,5.11,16.89,Cali,Campaña_Bici_Carrusel,Entregado,4,April,Thursday,16
ORD-1899,2026-01-10 08:59:00,CLI-5616,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.49,18.51,Medellín,Campaña_Vaso_Vertical,Entregado,1,January,Saturday,2
ORD-1900,2026-02-05 12:28:00,CLI-5591,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.51,18.49,Medellín,Campaña_Vaso_Vertical,En tránsito,2,February,Thursday,6
ORD-1901,2026-01-04 12:50:00,CLI-5108,P003,Soporte Magnético Carga,Auto,2,48,16,6.22,25.78,Cali,Campaña_Vaso_Vertical,Entregado,1,January,Sunday,1
ORD-1902,2026-01-28 16:37:00,CLI-5037,P003,Soporte Magnético Carga,Auto,1,24,8,5.68,10.32,Medellín,Campaña_Vaso_Vertical,En tránsito,1,January,Wednesday,5
ORD-1903,2025-12-06 15:00:00,CLI-5241,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.25,19.75,Medellín,Orgánico_Instagram,Entregado,12,December,Saturday,49
ORD-1904,2025-12-25 05:07:00,CLI-6399,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.31,19.69,Medellín,Orgánico_Instagram,Entregado,12,December,Thursday,52
ORD-1905,2025-12-01 22:33:00,CLI-5272,P003,Soporte Magnético Carga,Auto,1,24,8,3.99,12.01,Cali,Directo,Entregado,12,December,Monday,49
ORD-1906,2026-03-04 23:02:00,CLI-5094,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.19,18.81,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Wednesday,10
ORD-1907,2026-02-14 00:45:00,CLI-5565,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.48,19.52,Medellín,Campaña_Bici_Carrusel,Entregado,2,February,Saturday,7
ORD-1908,2025-12-05 21:29:00,CLI-5036,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.29,18.71,Medellín,Campaña_Vaso_Vertical,Entregado,12,December,Friday,49
ORD-1909,2025-12-13 08:48:00,CLI-6213,P003,Soporte Magnético Carga,Auto,1,24,8,6.07,9.93,Bogotá,Campaña_Bici_Carrusel,Entregado,12,December,Saturday,50
ORD-1910,2026-03-25 21:45:00,CLI-6691,P003,Soporte Magnético Carga,Auto,1,24,8,3.36,12.64,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Wednesday,13
ORD-1911,2026-01-12 02:55:00,CLI-5513,P004,Cojín Ergonómico Gel,Oficina/Auto,2,68,24,5.45,38.55,Cali,Campaña_Bici_Carrusel,Entregado,1,January,Monday,3
ORD-1912,2026-03-04 05:49:00,CLI-5912,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.41,19.59,Bogotá,Orgánico_Instagram,Entregado,3,March,Wednesday,10
ORD-1913,2026-03-30 06:12:00,CLI-6541,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,5.62,42.38,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Monday,14
ORD-1914,2026-04-25 11:41:00,CLI-5387,P003,Soporte Magnético Carga,Auto,1,24,8,6.07,9.93,Cali,Campaña_Vaso_Vertical,En tránsito,4,April,Saturday,17
ORD-1915,2026-02-05 13:09:00,CLI-5132,P003,Soporte Magnético Carga,Auto,1,24,8,3.7,-11.7,Medellín,Campaña_Vaso_Vertical,Devuelto,2,February,Thursday,6
ORD-1916,2026-03-14 17:12:00,CLI-6699,P003,Soporte Magnético Carga,Auto,1,24,8,5.35,10.65,Bogotá,Orgánico_Instagram,Entregado,3,March,Saturday,11
ORD-1917,2025-12-16 16:14:00,CLI-6838,P003,Soporte Magnético Carga,Auto,1,24,8,6.0,10.0,Bogotá,Campaña_Vaso_Vertical,Entregado,12,December,Tuesday,51
ORD-1918,2026-03-17 17:10:00,CLI-5536,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.01,17.99,Bogotá,Campaña_Vaso_Vertical,Entregado,3,March,Tuesday,12
ORD-1919,2026-04-04 18:24:00,CLI-5703,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.98,62.02,Cali,Campaña_Vaso_Vertical,Entregado,4,April,Saturday,14
ORD-1920,2026-04-16 14:43:00,CLI-5049,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.07,62.93,Cali,Directo,En tránsito,4,April,Thursday,16
ORD-1921,2026-03-16 14:38:00,CLI-6540,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,5.49,16.51,Barranquilla,Campaña_Vaso_Vertical,Entregado,3,March,Monday,12
ORD-1922,2026-02-06 11:57:00,CLI-5159,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.52,18.48,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Friday,6
ORD-1923,2026-04-28 19:39:00,CLI-5136,P002,Mini Bicicleta Premium,Fitness,2,240,90,10.79,-100.79,Barranquilla,Orgánico_Instagram,Devuelto,4,April,Tuesday,18
ORD-1924,2026-03-03 07:56:00,CLI-6381,P003,Soporte Magnético Carga,Auto,2,48,16,6.03,25.97,Cali,Campaña_Vaso_Vertical,Entregado,3,March,Tuesday,10
ORD-1925,2026-03-20 13:56:00,CLI-5803,P003,Soporte Magnético Carga,Auto,1,24,8,4.07,-12.07,Bogotá,Campaña_Vaso_Vertical,Devuelto,3,March,Friday,12
ORD-1926,2025-11-02 19:43:00,CLI-5017,P003,Soporte Magnético Carga,Auto,1,24,8,4.87,11.13,Bogotá,Orgánico_Instagram,Entregado,11,November,Sunday,44
ORD-1927,2025-12-23 23:28:00,CLI-6778,P003,Soporte Magnético Carga,Auto,1,24,8,5.71,10.29,Bogotá,Campaña_Bici_Carrusel,En tránsito,12,December,Tuesday,52
ORD-1928,2026-02-18 22:14:00,CLI-6748,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.51,18.49,Bogotá,Orgánico_Instagram,Entregado,2,February,Wednesday,8
ORD-1929,2026-03-25 12:28:00,CLI-5979,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.64,15.36,Cali,Campaña_Vaso_Vertical,Entregado,3,March,Wednesday,13
ORD-1930,2025-12-23 14:06:00,CLI-5004,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.46,15.54,Cali,Campaña_Vaso_Vertical,Entregado,12,December,Tuesday,52
ORD-1931,2026-03-24 18:56:00,CLI-5034,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.2,18.8,Barranquilla,Campaña_Vaso_Vertical,Entregado,3,March,Tuesday,13
ORD-1932,2026-04-30 13:35:00,CLI-5407,P003,Soporte Magnético Carga,Auto,1,24,8,5.51,10.49,Medellín,Campaña_Vaso_Vertical,Entregado,4,April,Thursday,18
ORD-1933,2025-12-29 15:14:00,CLI-5880,P003,Soporte Magnético Carga,Auto,1,24,8,5.65,10.35,Bogotá,Orgánico_Instagram,En tránsito,12,December,Monday,1
ORD-1934,2026-03-11 13:40:00,CLI-5185,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.86,62.14,Barranquilla,Campaña_Bici_Carrusel,Entregado,3,March,Wednesday,11
ORD-1935,2026-04-25 01:46:00,CLI-6497,P003,Soporte Magnético Carga,Auto,1,24,8,3.78,12.22,Bogotá,Directo,En tránsito,4,April,Saturday,17
ORD-1936,2025-11-24 04:57:00,CLI-5096,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.17,18.83,Bogotá,Directo,En tránsito,11,November,Monday,48
ORD-1937,2026-01-07 07:34:00,CLI-5222,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,4.86,43.14,Bogotá,Campaña_Vaso_Vertical,Entregado,1,January,Wednesday,2
ORD-1938,2026-02-11 20:57:00,CLI-5192,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.72,18.28,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Wednesday,7
ORD-1939,2025-11-15 05:58:00,CLI-6470,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,5.67,42.33,Medellín,Campaña_Vaso_Vertical,Entregado,11,November,Saturday,46
ORD-1940,2026-04-18 17:41:00,CLI-5081,P003,Soporte Magnético Carga,Auto,1,24,8,4.16,-12.16,Bogotá,Campaña_Bici_Carrusel,Devuelto,4,April,Saturday,16
ORD-1941,2026-04-03 17:25:00,CLI-5261,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.35,15.65,Cali,Campaña_Vaso_Vertical,Entregado,4,April,Friday,14
ORD-1942,2025-11-10 12:16:00,CLI-5257,P003,Soporte Magnético Carga,Auto,1,24,8,4.02,-12.02,Medellín,Campaña_Vaso_Vertical,Devuelto,11,November,Monday,46
ORD-1943,2025-12-11 02:57:00,CLI-5140,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,6.74,41.26,Medellín,Directo,Entregado,12,December,Thursday,50
ORD-1944,2026-02-10 13:50:00,CLI-5165,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.51,18.49,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Tuesday,7
ORD-1945,2025-11-18 03:04:00,CLI-5000,P003,Soporte Magnético Carga,Auto,1,24,8,4.95,11.05,Bucaramanga,Orgánico_Instagram,Entregado,11,November,Tuesday,47
ORD-1946,2026-03-30 11:52:00,CLI-5017,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,5.84,16.16,Bogotá,Campaña_Bici_Carrusel,Entregado,3,March,Monday,14
ORD-1947,2025-12-20 15:31:00,CLI-5017,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.54,17.46,Medellín,Campaña_Vaso_Vertical,Entregado,12,December,Saturday,51
ORD-1948,2026-02-13 17:16:00,CLI-5907,P003,Soporte Magnético Carga,Auto,1,24,8,3.62,12.38,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Friday,7
ORD-1949,2025-11-30 17:31:00,CLI-5004,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.62,17.38,Bogotá,Campaña_Vaso_Vertical,Entregado,11,November,Sunday,48
ORD-1950,2026-03-28 08:32:00,CLI-5161,P002,Mini Bicicleta Premium,Fitness,2,240,90,12.58,137.42,Medellín,Campaña_Bici_Carrusel,Entregado,3,March,Saturday,13
ORD-1951,2026-01-02 11:35:00,CLI-6416,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,6.63,41.37,Bogotá,Orgánico_Instagram,Entregado,1,January,Friday,1
ORD-1952,2026-03-31 00:56:00,CLI-5357,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.2,18.8,Bucaramanga,Orgánico_Instagram,Entregado,3,March,Tuesday,14
ORD-1953,2025-12-27 23:06:00,CLI-6962,P003,Soporte Magnético Carga,Auto,1,24,8,5.4,10.6,Barranquilla,Campaña_Vaso_Vertical,Entregado,12,December,Saturday,52
ORD-1954,2026-01-30 17:37:00,CLI-5000,P003,Soporte Magnético Carga,Auto,1,24,8,4.91,11.09,Medellín,Campaña_Vaso_Vertical,Entregado,1,January,Friday,5
ORD-1955,2026-01-13 03:10:00,CLI-6270,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.95,19.05,Bogotá,Campaña_Vaso_Vertical,Entregado,1,January,Tuesday,3
ORD-1956,2026-03-22 06:05:00,CLI-5006,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.18,18.82,Bogotá,Campaña_Bici_Carrusel,Entregado,3,March,Sunday,12
ORD-1957,2026-01-08 06:14:00,CLI-5202,P002,Mini Bicicleta Premium,Fitness,1,120,45,13.34,61.66,Barranquilla,Directo,Entregado,1,January,Thursday,2
ORD-1958,2026-03-08 06:48:00,CLI-5014,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.45,19.55,Bucaramanga,Campaña_Vaso_Vertical,Entregado,3,March,Sunday,10
ORD-1959,2025-12-29 06:55:00,CLI-5140,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.25,17.75,Bogotá,Orgánico_Instagram,Entregado,12,December,Monday,1
ORD-1960,2025-11-28 04:05:00,CLI-5018,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.51,17.49,Bogotá,Directo,Entregado,11,November,Friday,48
ORD-1961,2026-04-07 00:13:00,CLI-5472,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,6.04,41.96,Bogotá,Directo,En tránsito,4,April,Tuesday,15
ORD-1962,2026-03-04 12:40:00,CLI-5035,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.36,62.64,Barranquilla,Campaña_Vaso_Vertical,Entregado,3,March,Wednesday,10
ORD-1963,2026-03-28 09:22:00,CLI-6700,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.27,15.73,Bucaramanga,Orgánico_Instagram,Entregado,3,March,Saturday,13
ORD-1964,2026-01-11 13:34:00,CLI-5107,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.42,19.58,Bogotá,Campaña_Vaso_Vertical,En tránsito,1,January,Sunday,2
ORD-1965,2026-02-17 16:19:00,CLI-5031,P002,Mini Bicicleta Premium,Fitness,1,120,45,13.32,-58.32,Cali,Campaña_Vaso_Vertical,Devuelto,2,February,Tuesday,8
ORD-1966,2026-01-28 13:26:00,CLI-6159,P002,Mini Bicicleta Premium,Fitness,1,120,45,13.08,61.92,Cali,Campaña_Bici_Carrusel,Entregado,1,January,Wednesday,5
ORD-1967,2025-12-01 23:50:00,CLI-5009,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.3,18.7,Bogotá,Campaña_Vaso_Vertical,En tránsito,12,December,Monday,49
ORD-1968,2026-04-22 07:11:00,CLI-6793,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.89,19.11,Bucaramanga,Campaña_Vaso_Vertical,Entregado,4,April,Wednesday,17
ORD-1969,2026-01-06 06:23:00,CLI-5221,P003,Soporte Magnético Carga,Auto,1,24,8,4.95,11.05,Bucaramanga,Campaña_Vaso_Vertical,Entregado,1,January,Tuesday,2
ORD-1970,2026-04-06 11:42:00,CLI-6910,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.85,19.15,Bogotá,Orgánico_Instagram,Entregado,4,April,Monday,15
ORD-1971,2026-04-29 12:42:00,CLI-5046,P003,Soporte Magnético Carga,Auto,2,48,16,4.4,27.6,Bogotá,Directo,Entregado,4,April,Wednesday,18
ORD-1972,2026-03-27 04:28:00,CLI-5653,P002,Mini Bicicleta Premium,Fitness,1,120,45,13.44,61.56,Barranquilla,Campaña_Vaso_Vertical,Entregado,3,March,Friday,13
ORD-1973,2026-01-09 08:02:00,CLI-5678,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.42,18.58,Bogotá,Campaña_Vaso_Vertical,Entregado,1,January,Friday,2
ORD-1974,2025-12-09 16:08:00,CLI-5208,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.17,17.83,Bogotá,Campaña_Vaso_Vertical,Entregado,12,December,Tuesday,50
ORD-1975,2026-04-11 17:38:00,CLI-5697,P002,Mini Bicicleta Premium,Fitness,1,120,45,12.1,62.9,Medellín,Campaña_Bici_Carrusel,Entregado,4,April,Saturday,15
ORD-1976,2026-01-04 19:11:00,CLI-5052,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.33,-21.33,Medellín,Orgánico_Instagram,Devuelto,1,January,Sunday,1
ORD-1977,2025-11-26 23:34:00,CLI-6486,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.24,19.76,Bogotá,Campaña_Bici_Carrusel,Entregado,11,November,Wednesday,48
ORD-1978,2026-04-11 03:17:00,CLI-5135,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.1,18.9,Bogotá,Campaña_Bici_Carrusel,Entregado,4,April,Saturday,15
ORD-1979,2026-03-24 19:01:00,CLI-5008,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,6.55,41.45,Bogotá,Campaña_Vaso_Vertical,En tránsito,3,March,Tuesday,13
ORD-1980,2025-12-02 11:59:00,CLI-5000,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,6.35,41.65,Medellín,Campaña_Vaso_Vertical,Entregado,12,December,Tuesday,49
ORD-1981,2026-03-28 22:10:00,CLI-5032,P003,Soporte Magnético Carga,Auto,1,24,8,5.25,10.75,Bucaramanga,Campaña_Vaso_Vertical,Entregado,3,March,Saturday,13
ORD-1982,2026-01-30 11:05:00,CLI-6489,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.77,18.23,Medellín,Campaña_Vaso_Vertical,Entregado,1,January,Friday,5
ORD-1983,2025-11-21 13:00:00,CLI-6621,P003,Soporte Magnético Carga,Auto,1,24,8,5.14,10.86,Bogotá,Campaña_Vaso_Vertical,Entregado,11,November,Friday,47
ORD-1984,2025-12-13 21:51:00,CLI-6777,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,7.22,14.78,Cali,Campaña_Bici_Carrusel,Entregado,12,December,Saturday,50
ORD-1985,2026-03-27 13:48:00,CLI-5086,P003,Soporte Magnético Carga,Auto,2,48,16,5.85,26.15,Medellín,Campaña_Vaso_Vertical,Entregado,3,March,Friday,13
ORD-1986,2025-12-29 10:42:00,CLI-5264,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.7,19.3,Bogotá,Directo,Entregado,12,December,Monday,1
ORD-1987,2026-04-15 13:29:00,CLI-5172,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,5.61,16.39,Bucaramanga,Campaña_Bici_Carrusel,Entregado,4,April,Wednesday,16
ORD-1988,2026-02-01 20:02:00,CLI-5162,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.31,18.69,Medellín,Orgánico_Instagram,Entregado,2,February,Sunday,5
ORD-1989,2025-11-06 04:16:00,CLI-6727,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.98,15.02,Medellín,Campaña_Bici_Carrusel,Entregado,11,November,Thursday,45
ORD-1990,2026-04-29 02:43:00,CLI-5225,P003,Soporte Magnético Carga,Auto,1,24,8,3.93,12.07,Bogotá,Campaña_Vaso_Vertical,En tránsito,4,April,Wednesday,18
ORD-1991,2026-03-02 18:43:00,CLI-6001,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.91,20.09,Bogotá,Campaña_Bici_Carrusel,Entregado,3,March,Monday,10
ORD-1992,2025-11-22 03:32:00,CLI-5474,P003,Soporte Magnético Carga,Auto,1,24,8,4.09,11.91,Bogotá,Campaña_Vaso_Vertical,Entregado,11,November,Saturday,47
ORD-1993,2026-02-08 10:33:00,CLI-5059,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,5.49,16.51,Bucaramanga,Campaña_Bici_Carrusel,Entregado,2,February,Sunday,6
ORD-1994,2025-12-03 04:28:00,CLI-5343,P003,Soporte Magnético Carga,Auto,1,24,8,4.88,11.12,Barranquilla,Campaña_Vaso_Vertical,En tránsito,12,December,Wednesday,49
ORD-1995,2026-01-31 11:06:00,CLI-5298,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,6.34,17.66,Bogotá,Campaña_Vaso_Vertical,Entregado,1,January,Saturday,5
ORD-1996,2026-01-09 18:43:00,CLI-6892,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.13,15.87,Bogotá,Campaña_Bici_Carrusel,Entregado,1,January,Friday,2
ORD-1997,2025-12-16 20:10:00,CLI-5028,P004,Cojín Ergonómico Gel,Oficina/Auto,1,34,12,6.59,15.41,Cali,Campaña_Bici_Carrusel,Entregado,12,December,Tuesday,51
ORD-1998,2026-03-25 14:50:00,CLI-6883,P003,Soporte Magnético Carga,Auto,1,24,8,4.87,11.13,Medellín,Campaña_Vaso_Vertical,Entregado,3,March,Wednesday,13
ORD-1999,2026-01-28 16:26:00,CLI-6542,P003,Soporte Magnético Carga,Auto,1,24,8,4.92,11.08,Bogotá,Campaña_Vaso_Vertical,Entregado,1,January,Wednesday,5
ORD-2000,2026-02-02 14:04:00,CLI-5223,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,4.53,43.47,Medellín,Orgánico_Instagram,En tránsito,2,February,Monday,6
ORD-2001,2025-12-05 11:44:00,CLI-5009,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.61,19.39,Cali,Orgánico_Instagram,Entregado,12,December,Friday,49
ORD-2002,2026-03-06 16:17:00,CLI-5033,P003,Soporte Magnético Carga,Auto,1,24,8,4.2,11.8,Cali,Campaña_Vaso_Vertical,Entregado,3,March,Friday,10
ORD-2003,2026-04-02 07:53:00,CLI-5056,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,6.14,41.86,Bogotá,Campaña_Vaso_Vertical,Entregado,4,April,Thursday,14
ORD-2004,2026-03-24 14:55:00,CLI-5760,P003,Soporte Magnético Carga,Auto,2,48,16,4.48,27.52,Medellín,Directo,Entregado,3,March,Tuesday,13
ORD-2005,2026-02-08 12:54:00,CLI-5438,P003,Soporte Magnético Carga,Auto,1,24,8,3.96,12.04,Bogotá,Campaña_Vaso_Vertical,Entregado,2,February,Sunday,6
ORD-2006,2026-03-13 20:55:00,CLI-5123,P003,Soporte Magnético Carga,Auto,1,24,8,5.72,10.28,Medellín,Campaña_Bici_Carrusel,Entregado,3,March,Friday,11
ORD-2007,2026-03-17 09:10:00,CLI-5205,P003,Soporte Magnético Carga,Auto,2,48,16,4.54,27.46,Medellín,Directo,Entregado,3,March,Tuesday,12
ORD-2008,2026-01-14 03:46:00,CLI-6043,P003,Soporte Magnético Carga,Auto,1,24,8,5.21,10.79,Medellín,Campaña_Vaso_Vertical,Entregado,1,January,Wednesday,3
ORD-2009,2026-04-09 16:47:00,CLI-5598,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,4.31,-19.31,Medellín,Campaña_Vaso_Vertical,Devuelto,4,April,Thursday,15
ORD-2010,2025-11-13 18:15:00,CLI-5048,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,3.82,20.18,Barranquilla,Campaña_Vaso_Vertical,Entregado,11,November,Thursday,46
ORD-2011,2025-12-03 14:57:00,CLI-5737,P001,Vaso Térmico Inteligente Auto,Auto,1,39,15,5.93,18.07,Medellín,Campaña_Vaso_Vertical,Entregado,12,December,Wednesday,49
ORD-2012,2026-03-07 07:24:00,CLI-6692,P002,Mini Bicicleta Premium,Fitness,1,120,45,11.53,63.47,Bucaramanga,Campaña_Vaso_Vertical,Entregado,3,March,Saturday,10
ORD-2013,2026-02-04 15:49:00,CLI-5002,P003,Soporte Magnético Carga,Auto,1,24,8,5.39,-13.39,Medellín,Campaña_Vaso_Vertical,Devuelto,2,February,Wednesday,6
ORD-2014,2025-11-21 04:59:00,CLI-5489,P001,Vaso Térmico Inteligente Auto,Auto,2,78,30,3.92,44.08,Cali,Campaña_Vaso_Vertical,En tránsito,11,November,Friday,47
