ID_Orden,Fecha,ID_Cliente,ID_Producto,Nombre_Producto,Categoria,Cantidad,Precio_Unitario,COGS_Unitario,Costo_Envio,Ciudad_Destino,Fuente_Adquisicion,Estado_Envio
ORD-4150,2026-04-14 19:32:33,CLI-6711,P001,Vaso Termico Inteligente Auto,Auto,1,40.06,14.63,3.0,Bucaramanga,Organico_Instagram,Entregado
ORD-3981,2026-04-05 06:38:15,CLI-5870,P004,Cojin Ergonomico Gel,Oficina/Auto,2,33.0,12.18,12.55,Barranquilla,Directo,Entregado
ORD-2385,2026-01-04 18:52:23,CLI-6308,P002,Mini Bicicleta Premium,Fitness,1,121.72,46.75,9.17,Cali,Directo,Entregado
ORD-4427,2026-04-27 16:17:35,CLI-5464,P001,Vaso Termico Inteligente Auto,Auto,1,38.49,15.32,10.59,Cali,Campana_Vaso_Vertical,Entregado
ORD-1528,2025-11-30 01:53:13,CLI-6397,P003,Soporte Magnetico Carga,Oficina/Auto,3,23.91,7.81,10.46,Medellin,Organico_Instagram,Entregado
ORD-1176,2025-11-10 10:41:11,CLI-6511,P001,Vaso Termico Inteligente Auto,Auto,1,41.72,16.0,7.25,Barranquilla,Organico_Instagram,Entregado
ORD-2094,2025-12-22 09:18:49,CLI-6800,P002,Mini Bicicleta Premium,Fitness,1,124.48,43.12,8.57,,Organico_Instagram,Entregado
ORD-1422,2025-11-24 11:15:50,CLI-6453,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.79,8.41,4.39,Bogota,Directo,En transito
ORD-2047,2025-12-20 12:15:07,CLI-5662,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.98,8.46,5.53,Cali,Organico_Instagram,Retrasado
ORD-4439,2026-04-28 08:03:19,CLI-6671,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.89,8.34,5.11,Bogota,Campana_Bici_Carrusel,Entregado
ORD-2261,2025-12-29 23:08:43,CLI-5366,P004,Cojin Ergonomico Gel,Oficina/Auto,1,35.19,11.51,5.56,Bogota,Organico_Instagram,Entregado
ORD-3791,2026-03-26 05:40:22,CLI-6196,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.01,8.24,7.83,Medellin,Directo,Entregado
ORD-3813,2026-03-27 22:42:26,CLI-5780,P001,Vaso Termico Inteligente Auto,Auto,1,36.57,14.98,3.0,Bogota,Organico_Instagram,Entregado
ORD-2894,2026-02-08 04:58:00,CLI-5543,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.05,8.25,3.88,Bogota,Organico_Instagram,Entregado
ORD-3024,2026-02-15 10:12:27,CLI-6108,P002,Mini Bicicleta Premium,Fitness,1,111.11,45.3,4.27,Cali,Organico_Instagram,Entregado
ORD-1288,2025-11-17 10:05:00,CLI-6485,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.8,11.67,3.0,Bogota,Directo,Entregado
ORD-2672,2026-01-25 23:42:20,CLI-5883,P002,Mini Bicicleta Premium,Fitness,1,117.19,45.1,3.28,Medellin,Campana_Bici_Carrusel,Entregado
ORD-3470,2026-03-11 15:21:35,CLI-5401,P001,Vaso Termico Inteligente Auto,Auto,1,41.7,14.53,4.36,Medellin,Campana_Vaso_Vertical,Entregado
ORD-3367,2026-03-06 19:14:31,CLI-6818,P001,Vaso Termico Inteligente Auto,Auto,1,36.8,15.87,8.06,Barranquilla,Organico_Instagram,Entregado
ORD-2089,2025-12-22 04:27:08,CLI-6797,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.11,7.7,3.3,Bogota,Campana_Bici_Carrusel,Entregado
ORD-1177,2025-11-10 11:00:02,CLI-5040,P001,Vaso Termico Inteligente Auto,Auto,1,42.1,15.82,8.25,Barranquilla,Directo,Entregado
ORD-2565,2026-01-18 02:47:15,CLI-5565,P004,Cojin Ergonomico Gel,Oficina/Auto,1,36.15,12.69,6.42,Cali,Organico_Instagram,Retrasado
ORD-2074,2025-12-21 14:54:49,CLI-6844,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.9,7.65,3.0,Medellin,Campana_Bici_Carrusel,Entregado
ORD-3174,2026-02-23 19:18:26,CLI-6604,P002,Mini Bicicleta Premium,Fitness,1,127.64,43.85,3.32,Bogota,Directo,Entregado
ORD-1375,2025-11-22 11:20:37,CLI-6634,P004,Cojin Ergonomico Gel,Oficina/Auto,1,35.85,12.53,4.84,Medellin,Directo,Entregado
ORD-1370,2025-11-22 05:13:55,CLI-6059,P004,Cojin Ergonomico Gel,Oficina/Auto,1,33.23,11.62,5.08,Bogota,Organico_Instagram,Entregado
ORD-3184,2026-02-24 04:29:38,CLI-5598,P004,Cojin Ergonomico Gel,Oficina/Auto,1,32.05,12.06,3.93,Medellin,Campana_Vaso_Vertical,Entregado
ORD-1598,2025-12-03 18:55:40,CLI-6932,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.6,7.63,3.0,Bogota,Directo,Entregado
ORD-3144,2026-02-22 11:16:44,CLI-6970,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.72,7.79,6.34,Bogota,Organico_Instagram,En transito
ORD-4126,2026-04-13 23:01:26,CLI-5153,P001,Vaso Termico Inteligente Auto,Auto,1,39.94,14.91,9.05,Bogota,Organico_Instagram,En transito
ORD-3643,2026-03-18 14:59:25,CLI-6001,P001,Vaso Termico Inteligente Auto,Auto,1,38.79,14.92,7.07,Bogota,Campana_Bici_Carrusel,Entregado
ORD-3873,2026-03-31 02:25:17,CLI-5608,P002,Mini Bicicleta Premium,Fitness,1,125.44,46.94,6.66,Barranquilla,Directo,Entregado
ORD-2578,2026-01-19 08:53:51,CLI-5223,P004,Cojin Ergonomico Gel,Oficina/Auto,1,35.07,12.17,7.06,Bogota,Campana_Bici_Carrusel,Entregado
ORD-2835,2026-02-05 16:59:31,CLI-6988,P001,Vaso Termico Inteligente Auto ,Auto,1,38.74,15.07,9.62,,Organico_Instagram,Entregado
ORD-1798,2025-12-11 03:10:55,CLI-5285,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.38,8.45,5.4,Bogota,Campana_Bici_Carrusel,Entregado
ORD-1141,08/11/2025 23:14:40,CLI-6415,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.04,8.14,9.09,Medellin,Campana_Vaso_Vertical,Entregado
ORD-2837,2026-02-05 10:40:32,CLI-6285,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.44,7.74,6.7,Bogota,,Entregado
ORD-1665,2025-12-06 01:04:49,CLI-6340,P001,Vaso Termico Inteligente Auto,Auto,1,41.56,15.02,3.99,Bogota,Organico_Instagram,Entregado
ORD-3212,2026-02-26 04:16:37,CLI-5984,P004,Cojin Ergonomico Gel,Oficina/Auto,1,35.4,11.52,7.3,Cali,Organico_Instagram,Entregado
ORD-2822,2026-02-04 11:15:13,CLI-6649,P001,Vaso Termico Inteligente Auto,Auto,1,37.38,15.13,6.73,Medellin,Organico_Instagram,Entregado
ORD-1654,2025-12-06 09:57:44,CLI-5026,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.12,8.41,6.66,Bogota,Directo,Entregado
ORD-1471,2025-11-27 07:45:41,CLI-6200,P001,Vaso Termico Inteligente Auto,Auto,1,41.18,15.0,4.58,Bucaramanga,Organico_Instagram,Devuelto
ORD-2846,2026-02-05 08:30:40,CLI-6606,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.59,11.57,8.56,Barranquilla,Directo,Entregado
ORD-4138,2026-04-13 03:25:29,CLI-6524,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.6,7.95,3.0,Bogota,Directo,Retrasado
ORD-2775,2026-02-01 06:57:05,CLI-5525,P001,Vaso Termico Inteligente Auto,Auto,1,40.99,15.92,8.31,Medellin,Organico_Instagram,En transito
ORD-2652,2026-01-24 20:25:00,CLI-6233,P002,Mini Bicicleta Premium,Fitness,1,117.11,43.82,3.17,Medellin,Campana_Bici_Carrusel,Entregado
ORD-3621,2026-03-17 12:12:32,CLI-5281,P002,Mini Bicicleta Premium,Fitness,1,121.01,44.3,3.0,Bogota,Campana_Bici_Carrusel,Entregado
ORD-4381,2026-04-25 05:49:09,CLI-5747,P002,Mini Bicicleta Premium,Fitness,1,126.69,45.9,9.08,Cali,Campana_Bici_Carrusel,Entregado
ORD-3440,2026-03-10 12:10:49,CLI-6573,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.89,7.71,5.53,Medellin,Organico_Instagram,Entregado
ORD-2566,2026-01-18 23:56:55,CLI-6044,P002,Mini Bicicleta Premium,Fitness,1,125.91,46.48,6.03,Medellin,Campana_Bici_Carrusel,Entregado
ORD-1195,2025-11-11 03:22:57,CLI-6611,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.62,8.41,9.04,Cali,Organico_Instagram,Entregado
ORD-1532,2025-12-01 06:36:50,CLI-5806,P001,Vaso Termico Inteligente Auto,Auto,1,37.69,15.89,3.0,Bogota,Organico_Instagram,Entregado
ORD-2885,2026-02-07 01:31:50,CLI-5873,P004,Cojin Ergonomico Gel,Oficina/Auto,1,35.34,12.33,9.28,Barranquilla,Directo,Entregado
ORD-3325,2026-03-04 15:18:17,CLI-6582,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.14,7.72,10.09,Cali,Directo,Devuelto
ORD-2653,2026-01-24 04:01:13,CLI-6511,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.17,7.8,10.53,Barranquilla,Directo,Retrasado
ORD-2132,2025-12-23 23:35:47,CLI-6157,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.01,7.79,3.0,Barranquilla,Organico_Instagram,Entregado
ORD-2814,2026-02-03 11:05:41,CLI-6632,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.77,7.88,5.1,Bogota,Organico_Instagram,Entregado
ORD-1227,2025-11-13 18:38:42,CLI-6769,P001,Vaso Termico Inteligente Auto,Auto,1,37.26,15.33,6.17,Medellin,Organico_Instagram,Entregado
ORD-1555,2025-12-02 16:15:39,CLI-5082,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.44,8.02,6.28,Medellin,Organico_Instagram,Retrasado
ORD-1746,2025-12-09 20:05:36,CLI-6044,P001,Vaso Termico Inteligente Auto,Auto,1,39.57,15.19,6.19,Cali,Directo,Entregado
ORD-3672,2026-03-20 01:47:14,CLI-5655,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.69,8.17,5.72,Bogota,Campana_Vaso_Vertical,Retrasado
ORD-3830,2026-03-28 17:57:18,CLI-6054,P001,Vaso Termico Inteligente Auto,Auto,1,37.49,15.62,5.62,Bogota,Campana_Vaso_Vertical,Retrasado
ORD-3095,2026-02-19 13:03:53,CLI-6447,P001,Vaso Termico Inteligente Auto,Auto,1,40.71,14.37,8.74,Bogota,Organico_Instagram,En transito
ORD-2847,2026-02-05 20:32:38,CLI-6501,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.22,8.01,3.0,Cali,Campana_Vaso_Vertical,Entregado
ORD-1631,2025-12-05 04:45:13,CLI-6807,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.75,7.99,5.98,Bogota,Organico_Instagram,Entregado
ORD-2580,2026-01-19 09:30:11,CLI-5222,P004,Cojin Ergonomico Gel,Oficina/Auto,1,33.48,11.83,11.81,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-3531,2026-03-14 03:06:14,CLI-5203,P001,Vaso Termico Inteligente Auto,Auto,3,40.28,16.01,7.52,Bogota,Campana_Vaso_Vertical,Entregado
ORD-1162,2025-11-09 03:55:16,CLI-6032,P004,Cojin Ergonomico Gel,Oficina/Auto,1,34.16,12.26,9.39,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-1219,2025-11-12 23:43:02,CLI-6220,P001,Vaso Termico Inteligente Auto,Auto,1,37.61,14.93,8.04,Bucaramanga,Campana_Vaso_Vertical,Entregado
ORD-3564,2026-03-15 12:03:01,CLI-5043,P001,Vaso Termico Inteligente Auto,Auto,1,41.03,15.01,7.48,Cali,Organico_Instagram,Entregado
ORD-4493,2026-04-30 16:43:52,CLI-6447,P001,Vaso Termico Inteligente Auto,Auto,1,39.67,15.19,5.97,Medellin,Organico_Instagram,Entregado
ORD-2642,2026-01-23 04:03:06,CLI-5261,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.64,8.22,3.0,Bogota,Campana_Bici_Carrusel,Entregado
ORD-3465,2026-03-11 04:54:10,CLI-5344,P001,Vaso Termico Inteligente Auto,Auto,1,37.23,15.87,5.14,Bogota,Organico_Instagram,Entregado
ORD-3573,2026-03-15 14:02:29,CLI-5955,P002,Mini Bicicleta Premium,Fitness,1,112.05,44.18,6.85,Cali,Organico_Instagram,Entregado
ORD-1547,2025-12-01 11:32:59,CLI-6964,P001,Vaso Termico Inteligente Auto,Auto,1,37.22,15.11,7.14,Barranquilla,Campana_Vaso_Vertical,En transito
ORD-2702,2026-01-27 18:41:13,CLI-5892,P002,Mini Bicicleta Premium,Fitness,1,116.07,48.13,8.76,Cali,Campana_Bici_Carrusel,Entregado
ORD-3912,2026-04-02 02:52:12,CLI-5608,P001,Vaso Termico Inteligente Auto,Auto,4,38.29,15.24,15.47,,Directo,Entregado
ORD-4413,2026-04-27 01:17:47,CLI-6769,P001,Vaso Termico Inteligente Auto,Auto,1,36.75,15.01,11.06,Barranquilla,Directo,Entregado
ORD-1568,2025-12-02 21:26:26,CLI-5098,P001,Vaso Termico Inteligente Auto,Auto,1,41.38,14.69,4.55,Bogota,Campana_Vaso_Vertical,Entregado
ORD-2805,2026-02-03 06:29:17,CLI-5640,P002,Mini Bicicleta Premium,Fitness,1,119.54,46.13,,Barranquilla,Campana_Bici_Carrusel,Entregado
ORD-3881,2026-04-01 17:20:35,CLI-6407,P002,Mini Bicicleta Premium,Fitness,3,112.29,47.48,9.32,Bogota,Organico_Instagram,Retrasado
ORD-2465,2026-01-11 19:03:22,CLI-6782,P002,Mini Bicicleta Premium,Fitness,1,111.96,47.44,7.64,Cali,Organico_Instagram,Entregado
ORD-3639,2026-03-18 16:54:07,CLI-5255,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.68,7.7,5.41,Cali,Directo,Entregado
ORD-1611,2025-12-04 15:36:36,CLI-6105,P001,Vaso Termico Inteligente Auto,Auto,1,39.09,14.62,5.12,Bucaramanga,Campana_Vaso_Vertical,En transito
ORD-3488,2026-03-12 08:46:27,CLI-5266,P003,Soporte Magnetico Carga,Oficina/Auto,2,23.1,8.44,13.17,Bucaramanga,Organico_Instagram,Entregado
ORD-4239,2026-04-18 01:43:03,CLI-5428,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.53,7.69,7.33,Barranquilla,Directo,Entregado
ORD-4233,2026-04-18 16:15:16,CLI-6252,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.32,8.0,7.09,Bucaramanga,Organico_Instagram,Entregado
ORD-1742,2025-12-09 16:26:36,CLI-5434,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.76,8.0,4.69,Medellin,Organico_Instagram,Entregado
ORD-4096,2026-04-11 22:17:55,CLI-5036,P002,Mini Bicicleta Premium,Fitness,1,113.36,42.89,9.06,Bogota,Organico_Instagram,Entregado
ORD-1781,2025-12-11 14:30:16,CLI-6589,P001,Vaso Termico Inteligente Auto,Auto,1,39.36,14.91,5.94,Barranquilla,Organico_Instagram,Entregado
ORD-3712,2026-03-22 18:07:43,CLI-5200,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.68,7.87,7.27,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-1581,2025-12-03 00:41:39,CLI-5696,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.36,8.24,7.03,Cali,Campana_Bici_Carrusel,Entregado
ORD-2967,2026-02-12 08:56:29,CLI-5495,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.08,7.76,6.63,Bogota,Organico_Instagram,Entregado
ORD-1893,2025-12-14 01:37:57,CLI-5807,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.86,8.13,7.47,Bogota,Organico_Instagram,Entregado
ORD-1802,2025-12-12 06:24:52,CLI-6162,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.18,8.25,3.34,Bogota,Directo,Entregado
ORD-1073,2025-11-04 04:44:01,CLI-6082,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.0,7.77,5.29,Medellin,Organico_Instagram,Entregado
ORD-1048,2025-11-03 02:01:02,CLI-5937,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.51,8.2,7.54,Bogota,Organico_Instagram,Entregado
ORD-2820,2026-02-04 14:19:26,CLI-6956,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.76,8.1,8.63,Medellin,Organico_Instagram,Entregado
ORD-2055,2025-12-21 11:00:10,CLI-5795,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.28,8.45,9.41,Barranquilla,Organico_Instagram,Retrasado
ORD-3929,2026-04-03 11:43:35,CLI-6390,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.76,8.44,6.23,Bogota,Organico_Instagram,Entregado
ORD-4149,2026-04-14 04:59:23,CLI-6919,P002,Mini Bicicleta Premium,Fitness,1,129.38,47.26,5.07,Bogota,Organico_Instagram,Entregado
ORD-3596,2026-03-16 16:56:03,CLI-5260,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.7,8.13,4.71,Medellin,Organico_Instagram,Entregado
ORD-1756,2025-12-10 19:48:36,CLI-6398,P001,Vaso Termico Inteligente Auto,Auto,1,38.3,15.51,5.76,Medellin,Campana_Vaso_Vertical,Entregado
ORD-3107,2026-02-20 04:18:46,CLI-6113,P002,Mini Bicicleta Premium,Fitness,1,119.48,44.19,8.08,Medellin,Organico_Instagram,Entregado
ORD-1776,2025-12-11 04:12:57,CLI-5459,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.72,8.35,7.98,Barranquilla,Organico_Instagram,Entregado
ORD-1912,2025-12-15 20:41:00,CLI-6250,P001,Vaso Termico Inteligente Auto,Auto,1,36.12,14.89,7.68,Barranquilla,Directo,Entregado
ORD-3851,2026-03-29 19:31:52,CLI-6839,P001,Vaso Termico Inteligente Auto,Auto,1,41.26,15.17,12.14,,Directo,Entregado
ORD-3071,2026-02-18 20:10:43,CLI-5415,P001,Vaso Termico Inteligente Auto,Auto,1,41.75,14.54,3.0,Bogota,Campana_Vaso_Vertical,Entregado
ORD-2403,2026-01-07 03:18:22,CLI-6088,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.12,8.05,11.08,Bucaramanga,Organico_Instagram,Entregado
ORD-3679,2026-03-20 10:40:26,CLI-5118,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.94,8.05,8.12,Medellin,Organico_Instagram,Entregado
ORD-2196,2025-12-26 21:18:52,CLI-5404,P001,Vaso Termico Inteligente Auto,Auto,4,41.13,15.22,18.76,Cali,Organico_Instagram,Entregado
ORD-1572,2025-12-02 20:33:33,CLI-5895,P001,Vaso Termico Inteligente Auto,Auto,2,40.36,15.68,9.45,Cali,Directo,Entregado
ORD-3457,2026-03-11 05:33:29,CLI-5542,P001,Vaso Termico Inteligente Auto,Auto,1,40.67,14.33,6.07,Medellin,Organico_Instagram,Entregado
ORD-3825,2026-03-28 16:53:31,CLI-6278,P002,Mini Bicicleta Premium,Fitness,1,128.81,46.74,7.05,Bogota,Organico_Instagram,Entregado
ORD-3446,2026-03-10 03:09:22,CLI-5204,P001,Vaso Termico Inteligente Auto,Auto,1,37.76,14.65,5.54,Bogota,Organico_Instagram,Entregado
ORD-2743,2026-01-30 15:04:52,CLI-5847,P001,Vaso Termico Inteligente Auto,Auto,1,40.0,14.83,7.38,Bucaramanga,Campana_Vaso_Vertical,Entregado
ORD-3157,2026-02-22 08:09:58,CLI-6003,P002,Mini Bicicleta Premium,Fitness,1,123.95,43.25,7.69,Medellin,Organico_Instagram,Entregado
ORD-3250,2026-02-28 16:51:46,CLI-5726,P002,Mini Bicicleta Premium,Fitness,1,119.71,46.02,6.5,Barranquilla,Directo,Entregado
ORD-1978,2025-12-18 20:49:15,CLI-5351,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.45,7.68,6.73,Cali,Campana_Vaso_Vertical,Entregado
ORD-3477,2026-03-12 04:00:06,CLI-6302,P001,Vaso Termico Inteligente Auto,Auto,1,38.25,15.07,5.89,Medellin,Organico_Instagram,Entregado
ORD-3687,2026-03-21 03:23:45,CLI-5941,P002,Mini Bicicleta Premium,Fitness,1,128.71,45.86,8.59,Cali,Organico_Instagram,Entregado
ORD-3093,2026-02-19 16:16:13,CLI-6570,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.28,8.45,4.78,Medellin,Organico_Instagram,Entregado
ORD-4371,2026-04-25 05:50:06,CLI-6308,P001,Vaso Termico Inteligente Auto,Auto,1,37.15,15.41,7.5,Cali,Organico_Instagram,Entregado
ORD-3167,2026-02-23 17:10:57,CLI-5678,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.17,8.4,5.59,Medellin,Organico_Instagram,Entregado
ORD-2618,2026-01-22 18:25:27,CLI-5910,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.91,8.21,6.45,Cali,,Entregado
ORD-4259,2026-04-19 02:42:00,CLI-6250,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.4,8.16,9.6,Barranquilla,Organico_Instagram,Entregado
ORD-1259,2025-11-15 02:47:15,CLI-5826,P002,Mini Bicicleta Premium,Fitness,1,118.41,45.0,9.5,Bogota,Directo,En transito
ORD-3073,2026-02-18 06:21:50,CLI-5305,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.89,7.96,6.49,,Directo,Entregado
ORD-4139,2026-04-13 11:21:16,CLI-5507,P002,Mini Bicicleta Premium,Fitness,1,121.36,43.37,7.38,Barranquilla,Directo,Entregado
ORD-4186,2026-04-15 04:21:10,CLI-6119,P001,Vaso Termico Inteligente Auto,Auto,1,37.52,15.96,9.32,Medellin,Campana_Vaso_Vertical,Entregado
ORD-3951,2026-04-04 08:25:41,CLI-6584,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.51,8.42,12.41,Barranquilla,Campana_Bici_Carrusel,Entregado
ORD-2491,2026-01-13 10:30:57,CLI-5542,P002,Mini Bicicleta Premium,Fitness,1,0.0,46.66,6.84,Bogota,Directo,Entregado
ORD-1976,2025-12-18 07:55:33,CLI-5109,P001,Vaso Termico Inteligente Auto,Auto,1,37.94,15.2,6.14,Bogota,Organico_Instagram,En transito
ORD-3740,2026-03-24 08:09:47,CLI-5098,P001,Vaso Termico Inteligente Auto,Auto,1,39.8,15.5,10.08,Cali,Organico_Instagram,Entregado
ORD-2904,08/02/2026 03:08:26,CLI-6606,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.57,8.17,11.63,Barranquilla,Organico_Instagram,Entregado
ORD-4469,2026-04-29 01:59:46,CLI-5767,P001,Vaso Termico Inteligente Auto,Auto,1,40.42,15.12,6.73,Barranquilla,Organico_Instagram,Retrasado
ORD-4206,2026-04-16 06:07:22,CLI-5353,P004,Cojin Ergonomico Gel,Oficina/Auto,1,32.46,12.16,7.76,Barranquilla,Campana_Bici_Carrusel,Retrasado
ORD-2330,2026-01-01 05:21:56,CLI-5708,P002,Mini Bicicleta Premium,Fitness,1,114.19,43.19,3.63,Medellin,Campana_Bici_Carrusel,Entregado
ORD-3172,2026-02-23 05:39:46,CLI-5711,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.5,8.21,3.0,Cali,Directo,Entregado
ORD-3078,2026-02-18 16:09:22,CLI-5453,P004,Cojin Ergonomico Gel,Oficina/Auto,1,34.82,11.65,7.07,Barranquilla,Organico_Instagram,En transito
ORD-1969,2025-12-18 20:36:45,CLI-5538,P004,Cojin Ergonomico Gel,Oficina/Auto,1,32.75,12.15,8.3,Barranquilla,Organico_Instagram,Entregado
ORD-2831,2026-02-04 00:27:15,CLI-6382,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.41,8.32,6.98,Medellin,Campana_Vaso_Vertical,Entregado
ORD-2032,2025-12-20 03:11:13,CLI-5012,P001,Vaso Termico Inteligente Auto,Auto,3,39.86,15.26,8.07,Bogota,Organico_Instagram,Entregado
ORD-3897,2026-04-02 10:05:52,CLI-6661,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.22,7.7,5.25,Medellin,Organico_Instagram,Entregado
ORD-2684,2026-01-26 15:17:28,CLI-5522,P001,Vaso Termico Inteligente Auto,Auto,1,38.69,14.92,7.26,Cali,Directo,Entregado
ORD-4209,2026-04-16 18:19:44,CLI-6546,P001,Vaso Termico Inteligente Auto,Auto,2,37.01,15.92,5.97,Medellin,Organico_Instagram,Entregado
ORD-4442,2026-04-28 05:40:27,CLI-6367,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.93,8.39,7.81,Medellin,Organico_Instagram,Entregado
ORD-2475,2026-01-12 19:51:36,CLI-6507,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.49,11.88,9.44,Barranquilla,Campana_Bici_Carrusel,En transito
ORD-2937,2026-02-10 15:19:46,CLI-6501,P002,Mini Bicicleta Premium,Fitness,2,112.7,46.04,12.75,Medellin,Organico_Instagram,Entregado
ORD-1869,2025-12-14 20:36:11,CLI-6089,P001,Vaso Termico Inteligente Auto,Auto,1,41.8,15.25,6.82,Cali,Organico_Instagram,Entregado
ORD-3685,2026-03-21 07:53:58,CLI-6219,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.12,8.23,5.3,Medellin,Directo,Entregado
ORD-3902,2026-04-02 02:07:50,CLI-6814,P004,Cojin Ergonomico Gel,Oficina/Auto,1,0.0,11.87,5.71,Medellin,Organico_Instagram,Entregado
ORD-1108,2025-11-06 12:57:56,CLI-5071,P001,Vaso Termico Inteligente Auto,Auto,1,39.04,14.56,8.41,Medellin,Campana_Bici_Carrusel,En transito
ORD-3087,2026-02-19 20:08:02,CLI-6186,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.34,8.51,4.77,Cali,Directo,En transito
ORD-2210,2025-12-27 09:48:42,CLI-6003,P004,Cojin Ergonomico Gel,Oficina/Auto,1,36.55,11.99,6.17,Cali,Organico_Instagram,En transito
ORD-4290,2026-04-21 09:32:16,CLI-6904,P001,Vaso Termico Inteligente Auto,Auto,1,40.22,14.96,11.61,Bucaramanga,Campana_Vaso_Vertical,Entregado
ORD-1318,2025-11-19 17:39:29,CLI-5637,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.24,8.12,6.45,Barranquilla,Campana_Bici_Carrusel,Entregado
ORD-1059,2025-11-03 13:56:41,CLI-5102,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.68,7.92,5.27,Bogota,Organico_Instagram,Entregado
ORD-2017,2025-12-20 00:25:34,CLI-5486,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.23,7.64,5.37,Cali,Organico_Instagram,Entregado
ORD-2374,2026-01-04 16:16:16,CLI-6636,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.83,7.63,9.89,Bucaramanga,Organico_Instagram,Entregado
ORD-4402,2026-04-26 10:09:46,CLI-6172,P001,Vaso Termico Inteligente Auto,Auto,1,40.36,14.96,7.32,Cali,Directo,Entregado
ORD-2251,2025-12-28 03:24:13,CLI-6807,P001,Vaso Termico Inteligente Auto,Auto,1,37.05,15.97,7.13,Medellin,Campana_Vaso_Vertical,En transito
ORD-4445,2026-04-28 22:16:18,CLI-5429,P004,Cojin Ergonomico Gel,Oficina/Auto,1,35.0,11.45,9.19,Cali,Organico_Instagram,Entregado
ORD-3540,2026-03-14 00:18:15,CLI-6032,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.58,8.27,5.77,Bucaramanga,Directo,Entregado
ORD-1765,2025-12-10 15:58:11,CLI-5509,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.35,8.16,7.88,Medellin,Organico_Instagram,Entregado
